Insurer,Ward Class,Plan Type,Plan Name,Age,Premium in MA,Premium in Cash
Income,B1 Ward,Rider,Classic Care,113,0,2171
Income,B1 Ward,Rider,Classic Care,114,0,2171
Income,B1 Ward,Rider,Classic Care,115,0,2171
Income,B1 Ward,Rider,Classic Care,116,0,2171
Income,B1 Ward,Rider,Classic Care,117,0,2171
Income,B1 Ward,Rider,Classic Care,118,0,2171
Income,B1 Ward,Rider,Classic Care,119,0,2171
Income,B1 Ward,Rider,Classic Care,120,0,2171
Income,B1 Ward,Rider,Classic Care,121,0,2171
Income,B1 Ward,Rider,Classic Care,122,0,2171
Income,B1 Ward,Rider,Classic Care,123,0,2171
Income,B1 Ward,Rider,Classic Care,124,0,2171
Income,B1 Ward,Rider,Classic Care,125,0,2171
Income,B1 Ward,Rider,Classic Care,126,0,2171
Income,B1 Ward,Rider,Classic Care,127,0,2171
Income,B1 Ward,Rider,Classic Care,128,0,2171
Income,B1 Ward,Rider,Classic Care,129,0,2171
Income,B1 Ward,Rider,Classic Care,130,0,2171
Income,B1 Ward,Rider,Classic Care,131,0,2171
Income,B1 Ward,Rider,Classic Care,132,0,2171
Income,B1 Ward,Rider,Classic Care,133,0,2171
Income,B1 Ward,Rider,Classic Care,134,0,2171
Income,B1 Ward,Rider,Classic Care,135,0,2171
Income,B1 Ward,Rider,Classic Care,136,0,2171
Income,B1 Ward,Rider,Classic Care,137,0,2171
Income,B1 Ward,Rider,Classic Care,138,0,2171
Income,B1 Ward,Rider,Classic Care,139,0,2171
Income,B1 Ward,Rider,Classic Care,140,0,2171
Income,B1 Ward,Rider,Classic Care,141,0,2171
Income,B1 Ward,Rider,Classic Care,142,0,2171
Income,B1 Ward,Rider,Classic Care,143,0,2171
Income,B1 Ward,Rider,Classic Care,144,0,2171
Income,B1 Ward,Rider,Classic Care,145,0,2171
Income,B1 Ward,Rider,Classic Care,146,0,2171
Income,B1 Ward,Rider,Classic Care,147,0,2171
Income,B1 Ward,Rider,Classic Care,148,0,2171
Income,B1 Ward,Rider,Classic Care,149,0,2171
Income,B1 Ward,Rider,Classic Care,150,0,2171
Singlife,Private,Base,Singlife Shield Plan 1,1,196,0
Singlife,Private,Base,Singlife Shield Plan 1,2,197,0
Singlife,Private,Base,Singlife Shield Plan 1,3,198,0
Singlife,Private,Base,Singlife Shield Plan 1,4,199,0
Singlife,Private,Base,Singlife Shield Plan 1,5,200,0
Singlife,Private,Base,Singlife Shield Plan 1,6,201,0
Singlife,Private,Base,Singlife Shield Plan 1,7,202,0
Singlife,Private,Base,Singlife Shield Plan 1,8,204,0
Singlife,Private,Base,Singlife Shield Plan 1,9,206,0
Singlife,Private,Base,Singlife Shield Plan 1,10,209,0
Singlife,Private,Base,Singlife Shield Plan 1,11,211,0
Singlife,Private,Base,Singlife Shield Plan 1,12,213,0
Singlife,Private,Base,Singlife Shield Plan 1,13,215,0
Singlife,Private,Base,Singlife Shield Plan 1,14,217,0
Singlife,Private,Base,Singlife Shield Plan 1,15,219,0
Singlife,Private,Base,Singlife Shield Plan 1,16,223,0
Singlife,Private,Base,Singlife Shield Plan 1,17,225,0
Singlife,Private,Base,Singlife Shield Plan 1,18,228,0
Singlife,Private,Base,Singlife Shield Plan 1,19,231,0
Singlife,Private,Base,Singlife Shield Plan 1,20,234,0
Singlife,Private,Base,Singlife Shield Plan 1,21,237,0
Singlife,Private,Base,Singlife Shield Plan 1,22,240,0
Singlife,Private,Base,Singlife Shield Plan 1,23,243,0
Singlife,Private,Base,Singlife Shield Plan 1,24,246,0
Singlife,Private,Base,Singlife Shield Plan 1,25,249,0
Singlife,Private,Base,Singlife Shield Plan 1,26,256,0
Singlife,Private,Base,Singlife Shield Plan 1,27,260,0
Singlife,Private,Base,Singlife Shield Plan 1,28,263,0
Singlife,Private,Base,Singlife Shield Plan 1,29,267,0
Singlife,Private,Base,Singlife Shield Plan 1,30,271,0
Singlife,Private,Base,Singlife Shield Plan 1,31,300,56
Singlife,Private,Base,Singlife Shield Plan 1,32,300,61
Singlife,Private,Base,Singlife Shield Plan 1,33,300,67
Singlife,Private,Base,Singlife Shield Plan 1,34,300,71
Singlife,Private,Base,Singlife Shield Plan 1,35,300,81
Singlife,Private,Base,Singlife Shield Plan 1,36,300,91
Singlife,Private,Base,Singlife Shield Plan 1,37,300,101
Singlife,Private,Base,Singlife Shield Plan 1,38,300,111
Singlife,Private,Base,Singlife Shield Plan 1,39,300,122
Singlife,Private,Base,Singlife Shield Plan 1,40,300,132
Singlife,Private,Base,Singlife Shield Plan 1,41,600,159
Singlife,Private,Base,Singlife Shield Plan 1,42,600,169
Singlife,Private,Base,Singlife Shield Plan 1,43,600,191
Singlife,Private,Base,Singlife Shield Plan 1,44,600,221
Singlife,Private,Base,Singlife Shield Plan 1,45,600,232
Singlife,Private,Base,Singlife Shield Plan 1,46,600,387
Singlife,Private,Base,Singlife Shield Plan 1,47,600,429
Singlife,Private,Base,Singlife Shield Plan 1,48,600,439
Singlife,Private,Base,Singlife Shield Plan 1,49,600,543
Singlife,Private,Base,Singlife Shield Plan 1,50,600,637
Singlife,Private,Base,Singlife Shield Plan 1,51,600,647
Singlife,Private,Base,Singlife Shield Plan 1,52,600,752
Singlife,Private,Base,Singlife Shield Plan 1,53,600,856
Singlife,Private,Base,Singlife Shield Plan 1,54,600,908
Singlife,Private,Base,Singlife Shield Plan 1,55,600,960
Singlife,Private,Base,Singlife Shield Plan 1,56,600,1112
Singlife,Private,Base,Singlife Shield Plan 1,57,600,1167
Singlife,Private,Base,Singlife Shield Plan 1,58,600,1224
Singlife,Private,Base,Singlife Shield Plan 1,59,600,1281
Singlife,Private,Base,Singlife Shield Plan 1,60,600,1330
Singlife,Private,Base,Singlife Shield Plan 1,61,600,1644
Singlife,Private,Base,Singlife Shield Plan 1,62,600,1868
Singlife,Private,Base,Singlife Shield Plan 1,63,600,2037
Singlife,Private,Base,Singlife Shield Plan 1,64,600,2205
Singlife,Private,Base,Singlife Shield Plan 1,65,600,2261
Singlife,Private,Base,Singlife Shield Plan 1,66,600,2786
Singlife,Private,Base,Singlife Shield Plan 1,67,600,2844
Singlife,Private,Base,Singlife Shield Plan 1,68,600,2902
Singlife,Private,Base,Singlife Shield Plan 1,69,600,2962
Singlife,Private,Base,Singlife Shield Plan 1,70,600,3029
Singlife,Private,Base,Singlife Shield Plan 1,71,900,3537
Singlife,Private,Base,Singlife Shield Plan 1,72,900,3771
Singlife,Private,Base,Singlife Shield Plan 1,73,900,4006
Singlife,Private,Base,Singlife Shield Plan 1,74,900,4354
Singlife,Private,Base,Singlife Shield Plan 1,75,900,4703
Singlife,Private,Base,Singlife Shield Plan 1,76,900,4820
Singlife,Private,Base,Singlife Shield Plan 1,77,900,5172
Singlife,Private,Base,Singlife Shield Plan 1,78,900,5332
Singlife,Private,Base,Singlife Shield Plan 1,79,900,5872
Singlife,Private,Base,Singlife Shield Plan 1,80,900,6158
Singlife,Private,Base,Singlife Shield Plan 1,81,900,6804
Singlife,Private,Base,Singlife Shield Plan 1,82,900,7039
Singlife,Private,Base,Singlife Shield Plan 1,83,900,7066
Singlife,Private,Base,Singlife Shield Plan 1,84,900,7272
Singlife,Private,Base,Singlife Shield Plan 1,85,900,7353
Singlife,Private,Base,Singlife Shield Plan 1,86,900,7943
Singlife,Private,Base,Singlife Shield Plan 1,87,900,8031
Singlife,Private,Base,Singlife Shield Plan 1,88,900,8120
Singlife,Private,Base,Singlife Shield Plan 1,89,900,8239
Singlife,Private,Base,Singlife Shield Plan 1,90,900,8331
Singlife,Private,Base,Singlife Shield Plan 1,91,900,8508
Singlife,Private,Base,Singlife Shield Plan 1,92,900,8603
Singlife,Private,Base,Singlife Shield Plan 1,93,900,8698
Singlife,Private,Base,Singlife Shield Plan 1,94,900,8731
Singlife,Private,Base,Singlife Shield Plan 1,95,900,8826
Singlife,Private,Base,Singlife Shield Plan 1,96,900,8876
Singlife,Private,Base,Singlife Shield Plan 1,97,900,8926
Singlife,Private,Base,Singlife Shield Plan 1,98,900,8976
Singlife,Private,Base,Singlife Shield Plan 1,99,900,9026
Singlife,Private,Base,Singlife Shield Plan 1,100,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,101,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,102,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,103,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,104,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,105,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,106,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,107,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,108,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,109,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,110,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,111,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,112,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,113,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,114,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,115,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,116,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,117,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,118,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,119,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,120,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,121,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,122,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,123,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,124,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,125,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,126,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,127,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,128,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,129,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,130,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,131,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,132,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,133,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,134,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,135,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,136,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,137,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,138,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,139,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,140,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,141,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,142,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,143,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,144,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,145,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,146,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,147,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,148,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,149,900,9076
Singlife,Private,Base,Singlife Shield Plan 1,150,900,9076
Singlife,Private,Rider,Singlife Health Plus Private Prime,1,0,872.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,2,0,876.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,3,0,877.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,4,0,878.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,5,0,880
Singlife,Private,Rider,Singlife Health Plus Private Prime,6,0,882.51
Singlife,Private,Rider,Singlife Health Plus Private Prime,7,0,885
Singlife,Private,Rider,Singlife Health Plus Private Prime,8,0,886.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,9,0,887.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,10,0,890
Singlife,Private,Rider,Singlife Health Plus Private Prime,11,0,891.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,12,0,893.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,13,0,895
Singlife,Private,Rider,Singlife Health Plus Private Prime,14,0,897.51
Singlife,Private,Rider,Singlife Health Plus Private Prime,15,0,898.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,16,0,905.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,17,0,906.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,18,0,911.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,19,0,913.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,20,0,916.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,21,0,972.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,22,0,978.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,23,0,987.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,24,0,992.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,25,0,1001.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,26,0,1002.49
Singlife,Private,Rider,Singlife Health Plus Private Prime,27,0,1003.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,28,0,1007.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,29,0,1008.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,30,0,1011.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,31,0,1162.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,32,0,1176.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,33,0,1187.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,34,0,1201.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,35,0,1212.51
Singlife,Private,Rider,Singlife Health Plus Private Prime,36,0,1225
Singlife,Private,Rider,Singlife Health Plus Private Prime,37,0,1237.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,38,0,1250
Singlife,Private,Rider,Singlife Health Plus Private Prime,39,0,1256.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,40,0,1261.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,41,0,1748.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,42,0,1790
Singlife,Private,Rider,Singlife Health Plus Private Prime,43,0,1831.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,44,0,1872.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,45,0,1913.76
Singlife,Private,Rider,Singlife Health Plus Private Prime,46,0,1955
Singlife,Private,Rider,Singlife Health Plus Private Prime,47,0,1996.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,48,0,2038.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,49,0,2077.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,50,0,2136.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,51,0,2850
Singlife,Private,Rider,Singlife Health Plus Private Prime,52,0,2937.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,53,0,2953.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,54,0,2965.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,55,0,3252.51
Singlife,Private,Rider,Singlife Health Plus Private Prime,56,0,4175.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,57,0,4187.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,58,0,4306.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,59,0,4335
Singlife,Private,Rider,Singlife Health Plus Private Prime,60,0,4402.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,61,0,5827.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,62,0,5846.26
Singlife,Private,Rider,Singlife Health Plus Private Prime,63,0,5877.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,64,0,5902.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,65,0,5931.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,66,0,7477.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,67,0,7941.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,68,0,7985
Singlife,Private,Rider,Singlife Health Plus Private Prime,69,0,8230
Singlife,Private,Rider,Singlife Health Plus Private Prime,70,0,8455
Singlife,Private,Rider,Singlife Health Plus Private Prime,71,0,9595
Singlife,Private,Rider,Singlife Health Plus Private Prime,72,0,9626.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,73,0,9670
Singlife,Private,Rider,Singlife Health Plus Private Prime,74,0,10163.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,75,0,10261.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,76,0,10328.74
Singlife,Private,Rider,Singlife Health Plus Private Prime,77,0,10398.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,78,0,10400.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,79,0,10536.26
Singlife,Private,Rider,Singlife Health Plus Private Prime,80,0,10601.24
Singlife,Private,Rider,Singlife Health Plus Private Prime,81,0,11865.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,82,0,11911.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,83,0,11959.99
Singlife,Private,Rider,Singlife Health Plus Private Prime,84,0,12646.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,85,0,12851.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,86,0,13655.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,87,0,13675.01
Singlife,Private,Rider,Singlife Health Plus Private Prime,88,0,13701.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,89,0,14436.24
Singlife,Private,Rider,Singlife Health Plus Private Prime,90,0,14477.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,91,0,15103.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,92,0,15268.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,93,0,15323.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,94,0,16241.25
Singlife,Private,Rider,Singlife Health Plus Private Prime,95,0,16465
Singlife,Private,Rider,Singlife Health Plus Private Prime,96,0,16688.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,97,0,16912.49
Singlife,Private,Rider,Singlife Health Plus Private Prime,98,0,17133.75
Singlife,Private,Rider,Singlife Health Plus Private Prime,99,0,17357.5
Singlife,Private,Rider,Singlife Health Plus Private Prime,100,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,101,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,102,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,103,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,104,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,105,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,106,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,107,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,108,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,109,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,110,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,111,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,112,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,113,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,114,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,115,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,116,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,117,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,118,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,119,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,120,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,121,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,122,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,123,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,124,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,125,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,126,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,127,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,128,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,129,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,130,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,131,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,132,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,133,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,134,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,135,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,136,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,137,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,138,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,139,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,140,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,141,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,142,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,143,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,144,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,145,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,146,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,147,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,148,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,149,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Prime,150,0,17595
Singlife,Private,Rider,Singlife Health Plus Private Lite,1,0,247.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,2,0,252.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,3,0,260.01
Singlife,Private,Rider,Singlife Health Plus Private Lite,4,0,262.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,5,0,268.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,6,0,277.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,7,0,280
Singlife,Private,Rider,Singlife Health Plus Private Lite,8,0,286.24
Singlife,Private,Rider,Singlife Health Plus Private Lite,9,0,291.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,10,0,297.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,11,0,303.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,12,0,308.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,13,0,315
Singlife,Private,Rider,Singlife Health Plus Private Lite,14,0,320
Singlife,Private,Rider,Singlife Health Plus Private Lite,15,0,324.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,16,0,330
Singlife,Private,Rider,Singlife Health Plus Private Lite,17,0,333.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,18,0,341.26
Singlife,Private,Rider,Singlife Health Plus Private Lite,19,0,343.74
Singlife,Private,Rider,Singlife Health Plus Private Lite,20,0,348.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,21,0,400.01
Singlife,Private,Rider,Singlife Health Plus Private Lite,22,0,423.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,23,0,451.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,24,0,466.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,25,0,468.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,26,0,470
Singlife,Private,Rider,Singlife Health Plus Private Lite,27,0,473.76
Singlife,Private,Rider,Singlife Health Plus Private Lite,28,0,476.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,29,0,477.51
Singlife,Private,Rider,Singlife Health Plus Private Lite,30,0,481.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,31,0,555.01
Singlife,Private,Rider,Singlife Health Plus Private Lite,32,0,556.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,33,0,557.49
Singlife,Private,Rider,Singlife Health Plus Private Lite,34,0,561.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,35,0,563.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,36,0,565
Singlife,Private,Rider,Singlife Health Plus Private Lite,37,0,568.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,38,0,571.26
Singlife,Private,Rider,Singlife Health Plus Private Lite,39,0,572.49
Singlife,Private,Rider,Singlife Health Plus Private Lite,40,0,575.01
Singlife,Private,Rider,Singlife Health Plus Private Lite,41,0,658.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,42,0,688.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,43,0,694.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,44,0,700
Singlife,Private,Rider,Singlife Health Plus Private Lite,45,0,705
Singlife,Private,Rider,Singlife Health Plus Private Lite,46,0,708.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,47,0,710
Singlife,Private,Rider,Singlife Health Plus Private Lite,48,0,712.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,49,0,713.74
Singlife,Private,Rider,Singlife Health Plus Private Lite,50,0,717.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,51,0,851.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,52,0,869.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,53,0,891.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,54,0,910
Singlife,Private,Rider,Singlife Health Plus Private Lite,55,0,930
Singlife,Private,Rider,Singlife Health Plus Private Lite,56,0,973.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,57,0,1050
Singlife,Private,Rider,Singlife Health Plus Private Lite,58,0,1123.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,59,0,1198.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,60,0,1276.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,61,0,1705
Singlife,Private,Rider,Singlife Health Plus Private Lite,62,0,1947.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,63,0,2021.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,64,0,2093.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,65,0,2193.74
Singlife,Private,Rider,Singlife Health Plus Private Lite,66,0,2412.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,67,0,2895
Singlife,Private,Rider,Singlife Health Plus Private Lite,68,0,3014.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,69,0,3137.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,70,0,3257.51
Singlife,Private,Rider,Singlife Health Plus Private Lite,71,0,3377.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,72,0,3497.49
Singlife,Private,Rider,Singlife Health Plus Private Lite,73,0,3620
Singlife,Private,Rider,Singlife Health Plus Private Lite,74,0,3740
Singlife,Private,Rider,Singlife Health Plus Private Lite,75,0,3862.49
Singlife,Private,Rider,Singlife Health Plus Private Lite,76,0,3981.25
Singlife,Private,Rider,Singlife Health Plus Private Lite,77,0,4103.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,78,0,4222.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,79,0,4342.51
Singlife,Private,Rider,Singlife Health Plus Private Lite,80,0,4465
Singlife,Private,Rider,Singlife Health Plus Private Lite,81,0,4587.49
Singlife,Private,Rider,Singlife Health Plus Private Lite,82,0,4705
Singlife,Private,Rider,Singlife Health Plus Private Lite,83,0,4824.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,84,0,4947.5
Singlife,Private,Rider,Singlife Health Plus Private Lite,85,0,5067.51
Singlife,Private,Rider,Singlife Health Plus Private Lite,86,0,5189.99
Singlife,Private,Rider,Singlife Health Plus Private Lite,87,0,5308.75
Singlife,Private,Rider,Singlife Health Plus Private Lite,88,0,5428.75
